coordinate_role,guide_name,id,jurisdiction,latitude,longitude,map_eligible,notes,official_owner,official_url,planner_eligible,review_status,role,scope,score_impact,source_kind,spot_name,spot_type
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:001:nsw:durras_lake,NSW,-35.646591,150.295607,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_public_fishing_reference,Durras Lake,lake_estuary
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:002:nsw:tuross_head_jetties,NSW,-36.059449,150.138117,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_public_fishing_reference,Tuross Head jetties,jetty
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:003:nsw:mossy_point_tomaga_river,NSW,-35.839,150.179,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_public_fishing_reference,Mossy Point - Tomaga River,river_jetty
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:004:nsw:clyde_river_jetties,NSW,-35.682591,150.147971,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_public_fishing_reference,Clyde River jetties,river_jetty
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:005:nsw:potato_point,NSW,-36.096494,150.135012,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_public_fishing_reference,Potato Point,surf_beach
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:006:nsw:north_head_moruya,NSW,-35.907283,150.098116,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/south-coast/batemans-bay-and-eurobodalla/fishing,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_public_fishing_reference,North Head Moruya,headland_beach
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:007:nsw:coffs_harbour_jetty,NSW,-30.304621,153.142314,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/articles/experts-guide-to-fishing-nsw,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_public_fishing_reference,Coffs Harbour Jetty,jetty
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:008:nsw:the_entrance_channel,NSW,-33.343,151.501,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/central-coast,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_public_fishing_reference,The Entrance Channel,tidal_channel
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:009:nsw:long_jetty,NSW,-33.3547,151.4884,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/central-coast,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,tidal_estuary,none,state_tourism_public_fishing_reference,Long Jetty,jetty
supplemental_spot_candidate,National relaxed-scope public fishing references,au_relaxed_supplemental:010:nsw:bateau_bay_beach,NSW,-33.384006,151.483102,True,"Relaxed-scope public fishing reference. Use as a map candidate only until current access, closures, and local rules are checked.",Visit NSW,https://www.visitnsw.com/destinations/central-coast,True,needs_access_closure_and_local_rules_check,supplemental_public_fishing_access_candidate,coastal_estuary,none,state_tourism_public_fishing_reference,Bateau Bay Beach,beach
