coordinate_role,guide_name,id,jurisdiction,latitude,longitude,map_eligible,notes,official_owner,official_url,planner_eligible,review_status,role,scope,score_impact,source_kind,spot_name,spot_type
official_reef_coordinate,Corio Bay Rocky Reefs,vic_recreational_reef:001:merv_s_reef,VIC,-38.120467,144.360967,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/corio-bay-rocky-reefs,True,check_current_rules_access_and_weather_before_trip,public_fishing_access_candidate,coastal_estuary,none,official_recreational_reef_coordinate,Merv's Reef,shore_reachable_reef
official_reef_coordinate,Corio Bay Rocky Reefs,vic_recreational_reef:002:moolap_reef,VIC,-38.106233,144.47635,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/corio-bay-rocky-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Moolap Reef,artificial_reef
official_reef_coordinate,Corio Bay Rocky Reefs,vic_recreational_reef:003:wilson_s_reef,VIC,-38.057267,144.6098,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/corio-bay-rocky-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Wilson's Reef,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:004:rhys_reef_aspendale_far_north_pallet_ball,VIC,-38.035867,145.076933,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Rhys Reef - Aspendale Far North Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:005:rhys_reef_aspendale_far_east_pallet_ball,VIC,-38.036133,145.077267,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Rhys Reef - Aspendale Far East Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:006:rhys_reef_aspendale_far_south_pallet_ball,VIC,-38.0364,145.076917,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Rhys Reef - Aspendale Far South Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:007:rhys_reef_aspendale_far_west_pallet_ball,VIC,-38.036117,145.0766,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Rhys Reef - Aspendale Far West Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:008:tedesco_reef_seaford_far_north_pallet_ball,VIC,-38.08715,145.099233,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Tedesco Reef - Seaford Far North Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:009:tedesco_reef_seaford_far_east_pallet_ball,VIC,-38.087433,145.099567,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Tedesco Reef - Seaford Far East Pallet Ball,artificial_reef
official_reef_coordinate,Port Phillip Bay boat based reefs,vic_recreational_reef:010:tedesco_reef_seaford_far_south_pallet_ball,VIC,-38.087683,145.099217,True,VFA recreational fishing reef coordinate. Keep as a map/reference layer unless shore access is explicit.,Victorian Fisheries Authority,https://vfa.vic.gov.au/recreational-fishing/fishing-locations/recreational-fishing-reefs/boat-based-reefs,False,check_current_rules_access_and_weather_before_trip,offshore_boat_fishing_reference,coastal_estuary,none,official_recreational_reef_coordinate,Tedesco Reef - Seaford Far South Pallet Ball,artificial_reef
